mu_DM,sigma_DM,beta_DM,A
12.5,0.2206896551724138,1.7413793103448276,0.2729762227197345
12.5,0.2206896551724138,1.7758620689655173,0.2728373763231055
12.5,0.2206896551724138,1.8103448275862069,0.27271276189051724
12.5,0.2206896551724138,1.8448275862068966,0.2726012647111015
12.5,0.2206896551724138,1.8793103448275863,0.2725016350143468
12.5,0.2206896551724138,1.9137931034482758,0.27241248642130705
12.5,0.2206896551724138,1.9482758620689655,0.2723322960313061
12.5,0.2206896551724138,1.9827586206896552,0.2722594067457142
12.5,0.2206896551724138,2.0172413793103448,0.27219203238620676
12.5,0.2206896551724138,2.0517241379310347,0.27212826606844026
12.5,0.2206896551724138,2.086206896551724,0.27206609215061
12.5,0.2206896551724138,2.1206896551724137,0.27200340190101324
12.5,0.2206896551724138,2.155172413793103,0.2719380128334666
12.5,0.2206896551724138,2.189655172413793,0.27186769145841605
12.5,0.2206896551724138,2.2241379310344827,0.27179017900507396
12.5,0.2206896551724138,2.2586206896551726,0.27170321949851606
12.5,0.2206896551724138,2.293103448275862,0.27160458943526417
12.5,0.2206896551724138,2.3275862068965516,0.27149212819909424
12.5,0.2206896551724138,2.362068965517241,0.2713637683000908
12.5,0.2206896551724138,2.396551724137931,0.2712175645061265
12.5,0.2206896551724138,2.4310344827586206,0.27105172096665175
12.5,0.2206896551724138,2.4655172413793105,0.2708646155011902
12.5,0.2206896551724138,2.5,0.27065482033502936
12.5,0.2310344827586207,1.5,0.2744731008286884
12.5,0.2310344827586207,1.5344827586206897,0.2741931458000035
12.5,0.2310344827586207,1.5689655172413792,0.27393089090446376
12.5,0.2310344827586207,1.603448275862069,0.2736861696400302
12.5,0.2310344827586207,1.6379310344827587,0.2734586862018544
12.5,0.2310344827586207,1.6724137931034484,0.27324801304335544
12.5,0.2310344827586207,1.706896551724138,0.27305358920231115
12.5,0.2310344827586207,1.7413793103448276,0.272874719268023
12.5,0.2310344827586207,1.7758620689655173,0.2727105729424568
12.5,0.2310344827586207,1.8103448275862069,0.27256018523596026
12.5,0.2310344827586207,1.8448275862068966,0.2724224574266848
12.5,0.2310344827586207,1.8793103448275863,0.27229615899170756
12.5,0.2310344827586207,1.9137931034482758,0.2721799307779078
12.5,0.2310344827586207,1.9482758620689655,0.2720722897143429
12.5,0.2310344827586207,1.9827586206896552,0.27197163537067387
12.5,0.2310344827586207,2.0172413793103448,0.2718762586359814
12.5,0.2310344827586207,2.0517241379310347,0.2717843527306865
12.5,0.2310344827586207,2.086206896551724,0.27169402667539694
12.5,0.2310344827586207,2.1206896551724137,0.27160332123086706
12.5,0.2310344827586207,2.155172413793103,0.2715102272009421
12.5,0.2310344827586207,2.189655172413793,0.27141270586459143
12.5,0.2310344827586207,2.2241379310344827,0.2713087111825595
12.5,0.2310344827586207,2.2586206896551726,0.2711962133169583
12.5,0.2310344827586207,2.293103448275862,0.2710732229153333
12.5,0.2310344827586207,2.3275862068965516,0.27093781554913565
12.5,0.2310344827586207,2.362068965517241,0.27078815566370984
12.5,0.2310344827586207,2.396551724137931,0.2706225193941268
12.5,0.2310344827586207,2.4310344827586206,0.27043931562818285
12.5,0.2310344827586207,2.4655172413793105,0.27023710475282725
12.5,0.2310344827586207,2.5,0.27001461460006104
12.5,0.2413793103448276,1.5,0.2745579685785625
12.5,0.2413793103448276,1.5344827586206897,0.27425942219078875
12.5,0.2413793103448276,1.5689655172413792,0.27397735487275415
12.5,0.2413793103448276,1.603448275862069,0.2737116722233582
12.5,0.2413793103448276,1.6379310344827587,0.27346214684517733
12.5,0.2413793103448276,1.6724137931034484,0.27322841604809944
12.5,0.2413793103448276,1.706896551724138,0.2730099807681563
12.5,0.2413793103448276,1.7413793103448276,0.2728062056139638
12.5,0.2413793103448276,1.7758620689655173,0.27261631998833474
12.5,0.2413793103448276,1.8103448275862069,0.27243942027575935
12.5,0.2413793103448276,1.8448275862068966,0.27227447313160114
12.5,0.2413793103448276,1.8793103448275863,0.2721203199496274
12.5,0.2413793103448276,1.9137931034482758,0.27197568261533367
12.5,0.2413793103448276,1.9482758620689655,0.27183917066861935
12.5,0.2413793103448276,1.9827586206896552,0.2717092899979048
12.5,0.2413793103448276,2.0172413793103448,0.27158445316718755
12.5,0.2413793103448276,2.0517241379310347,0.27146299143854075
12.5,0.2413793103448276,2.086206896551724,0.27134316849739454
12.5,0.2413793103448276,2.1206896551724137,0.271223195820421
12.5,0.2413793103448276,2.155172413793103,0.27110124955085396
12.5,0.2413793103448276,2.189655172413793,0.2709754886689894
12.5,0.2413793103448276,2.2241379310344827,0.27084407417208656
12.5,0.2413793103448276,2.2586206896551726,0.27070518891308465
12.5,0.2413793103448276,2.293103448275862,0.2705570576957647
12.5,0.2413793103448276,2.3275862068965516,0.2703979671890168
12.5,0.2413793103448276,2.362068965517241,0.2702262852064748
12.5,0.2413793103448276,2.396551724137931,0.2700404789014377
12.5,0.2413793103448276,2.4310344827586206,0.26983913145027033
12.5,0.2413793103448276,2.4655172413793105,0.2696209568390987
12.5,0.2413793103448276,2.5,0.26938481242664336
12.5,0.2517241379310345,1.5,0.27465275266773204
12.5,0.2517241379310345,1.5344827586206897,0.27433817550177975
12.5,0.2517241379310345,1.5689655172413792,0.27403858890984223
12.5,0.2517241379310345,1.603448275862069,0.27375395796732765
12.5,0.2517241379310345,1.6379310344827587,0.27348411812195317
12.5,0.2517241379310345,1.6724137931034484,0.27322877307068383
12.5,0.2517241379310345,1.706896551724138,0.27298749405518064
12.5,0.2517241379310345,1.7413793103448276,0.2727597205085324
12.5,0.2517241379310345,1.7758620689655173,0.27254476199651884
12.5,0.2517241379310345,1.8103448275862069,0.2723418014137466
12.5,0.2517241379310345,1.8448275862068966,0.2721498994143112
12.5,0.2517241379310345,1.8793103448275863,0.2719680000751669
12.5,0.2517241379310345,1.9137931034482758,0.27179493780399394
12.5,0.2517241379310345,1.9482758620689655,0.27162944550953044
12.5,0.2517241379310345,1.9827586206896552,0.27147016404897584
12.5,0.2517241379310345,2.0172413793103448,0.2713156529530266
12.5,0.2517241379310345,2.0517241379310347,0.2711644024048436
12.5,0.2517241379310345,2.086206896551724,0.2710148464155877
12.5,0.2517241379310345,2.1206896551724137,0.2708653770986108
12.5,0.2517241379310345,2.155172413793103,0.27071435989957515
12.5,0.2517241379310345,2.189655172413793,0.2705601495939136
12.5,0.2517241379310345,2.2241379310344827,0.270401106819869
12.5,0.2517241379310345,2.2586206896551726,0.2702356148776216
12.5,0.2517241379310345,2.293103448275862,0.27006209649599455
12.5,0.2517241379310345,2.3275862068965516,0.269879030249842
12.5,0.2517241379310345,2.362068965517241,0.2696849663051602
12.5,0.2517241379310345,2.396551724137931,0.26947854117570186
12.5,0.2517241379310345,2.4310344827586206,0.2692584911946178
12.5,0.2517241379310345,2.4655172413793105,0.2690236644361891
12.5,0.2517241379310345,2.5,0.2687730308649164
12.5,0.2620689655172414,1.5,0.2747443354653047
12.5,0.2620689655172414,1.5344827586206897,0.27441624131785697
12.5,0.2620689655172414,1.5689655172413792,0.27410150633912256
12.5,0.2620689655172414,1.603448275862069,0.27380014269492325
12.5,0.2620689655172414,1.6379310344827587,0.27351204085270475
12.5,0.2620689655172414,1.6724137931034484,0.27323696761745175
12.5,0.2620689655172414,1.706896551724138,0.272974565630635
12.5,0.2620689655172414,1.7413793103448276,0.27272435427719494
12.5,0.2620689655172414,1.7758620689655173,0.27248573194256853
12.5,0.2620689655172414,1.8103448275862069,0.2722579795638221
12.5,0.2620689655172414,1.8448275862068966,0.27204026542381005
12.5,0.2620689655172414,1.8793103448275863,0.27183165114291225
12.5,0.2620689655172414,1.9137931034482758,0.27163109882687314
12.5,0.2620689655172414,1.9482758620689655,0.27143747932996526
12.5,0.2620689655172414,1.9827586206896552,0.27124958158872525
12.5,0.2620689655172414,2.0172413793103448,0.27106612297200533
12.5,0.2620689655172414,2.0517241379310347,0.2708857605782051
12.5,0.2620689655172414,2.086206896551724,0.270707103390649
12.5,0.2620689655172414,2.1206896551724137,0.27052872517845344
12.5,0.2620689655172414,2.155172413793103,0.27034917800439423
12.5,0.2620689655172414,2.189655172413793,0.27016700617532935
12.5,0.2620689655172414,2.2241379310344827,0.26998076044639563
12.5,0.2620689655172414,2.2586206896551726,0.2697890122697853
12.5,0.2620689655172414,2.293103448275862,0.2695903678638417
12.5,0.2620689655172414,2.3275862068965516,0.26938348187020766
12.5,0.2620689655172414,2.362068965517241,0.2691670703664425
12.5,0.2620689655172414,2.396551724137931,0.26893992300966174
12.5,0.2620689655172414,2.4310344827586206,0.2687009141029892
12.5,0.2620689655172414,2.4655172413793105,0.26844901240068747
12.5,0.2620689655172414,2.5,0.26818328949850073
12.5,0.27241379310344827,1.5,0.2748218012778308
12.5,0.27241379310344827,1.5344827586206897,0.2744825431415081
12.5,0.27241379310344827,1.5689655172413792,0.2741549645562634
12.5,0.27241379310344827,1.603448275862069,0.2738391133823716
12.5,0.27241379310344827,1.6379310344827587,0.27353492637948984
12.5,0.27241379310344827,1.6724137931034484,0.27324222737216164
12.5,0.27241379310344827,1.706896551724138,0.2729607268256978
12.5,0.27241379310344827,1.7413793103448276,0.2726900227861965
12.5,0.27241379310344827,1.7758620689655173,0.2724296031284402
12.5,0.27241379310344827,1.8103448275862069,0.2721788490495077
12.5,0.27241379310344827,1.8448275862068966,0.2719370397429464
12.5,0.27241379310344827,1.8793103448275863,0.2717033581869365
12.5,0.27241379310344827,1.9137931034482758,0.2714768979786208
12.5,0.27241379310344827,1.9482758620689655,0.2712566711447029
12.5,0.27241379310344827,1.9827586206896552,0.2710416168543927
12.5,0.27241379310344827,2.0172413793103448,0.27083061095442085
12.5,0.27241379310344827,2.0517241379310347,0.2706224762369073
12.5,0.27241379310344827,2.086206896551724,0.2704159933394976
12.5,0.27241379310344827,2.1206896551724137,0.2702099121641512
12.5,0.27241379310344827,2.155172413793103,0.2700029636869091
12.5,0.27241379310344827,2.189655172413793,0.26979387201712696
12.5,0.27241379310344827,2.2241379310344827,0.26958136655216985
12.5,0.27241379310344827,2.2586206896551726,0.26936419406351564
12.5,0.27241379310344827,2.293103448275862,0.26914113054373273
12.5,0.27241379310344827,2.3275862068965516,0.26891099264176277
12.5,0.27241379310344827,2.362068965517241,0.2686726485167209
12.5,0.27241379310344827,2.396551724137931,0.26842502794871814
12.5,0.27241379310344827,2.4310344827586206,0.26816713155843347
12.5,0.27241379310344827,2.4655172413793105,0.26789803900551024
12.5,0.27241379310344827,2.5,0.26761691605828963
12.5,0.2827586206896552,1.5,0.2748764335596437
12.5,0.2827586206896552,1.5344827586206897,0.2745281410975654
12.5,0.2827586206896552,1.5689655172413792,0.274189869428697
12.5,0.2827586206896552,1.603448275862069,0.2738616920816617
12.5,0.2827586206896552,1.6379310344827587,0.27354358337010387
12.5,0.2827586206896552,1.6724137931034484,0.27323541666020473
12.5,0.2827586206896552,1.706896551724138,0.27293696394058486
12.5,0.2827586206896552,1.7413793103448276,0.2726478966557762
12.5,0.2827586206896552,1.7758620689655173,0.2723677877513699
12.5,0.2827586206896552,1.8103448275862069,0.27209611486912666
12.5,0.2827586206896552,1.8448275862068966,0.27183226462348414
12.5,0.2827586206896552,1.8793103448275863,0.2715755378857784
12.5,0.2827586206896552,1.9137931034482758,0.27132515599876417
12.5,0.2827586206896552,1.9482758620689655,0.27108026784048406
12.5,0.2827586206896552,1.9827586206896552,0.2708399576528835
12.5,0.2827586206896552,2.0172413793103448,0.27060325354623355
12.5,0.2827586206896552,2.0517241379310347,0.27036913658514966
12.5,0.2827586206896552,2.086206896551724,0.2701365503559197
12.5,0.2827586206896552,2.1206896551724137,0.26990441090817846
12.5,0.2827586206896552,2.155172413793103,0.2696716169569685
12.5,0.2827586206896552,2.189655172413793,0.2694370602248268
12.5,0.2827586206896552,2.2241379310344827,0.2691996357979021
12.5,0.2827586206896552,2.2586206896551726,0.2689582523663426
12.5,0.2827586206896552,2.293103448275862,0.2687118422176361
12.5,0.2827586206896552,2.3275862068965516,0.26845937085271804
12.5,0.2827586206896552,2.362068965517241,0.2681998460990576
12.5,0.2827586206896552,2.396551724137931,0.26793232660251404
12.5,0.2827586206896552,2.4310344827586206,0.26765592959058554
12.5,0.2827586206896552,2.4655172413793105,0.2673698378136251
12.5,0.2827586206896552,2.5,0.2670733055870638
12.5,0.2931034482758621,1.5,0.27490156625031825
12.5,0.2931034482758621,1.5344827586206897,0.274546119012225
12.5,0.2931034482758621,1.5689655172413792,0.27419910260647035
12.5,0.2931034482758621,1.603448275862069,0.273860607727364
12.5,0.2931034482758621,1.6379310344827587,0.2735306380564498
12.5,0.2931034482758621,1.6724137931034484,0.2732091086140482
12.5,0.2931034482758621,1.706896551724138,0.27289584527727756
12.5,0.2931034482758621,1.7413793103448276,0.27259058543300696
12.5,0.2931034482758621,1.7758620689655173,0.27229297971996747
12.5,0.2931034482758621,1.8103448275862069,0.2720025948031061
12.5,0.2931034482758621,1.8448275862068966,0.27171891711456414
12.5,0.2931034482758621,1.8793103448275863,0.2714413574890897
12.5,0.2931034482758621,1.9137931034482758,0.2711692566166595
12.5,0.2931034482758621,1.9482758620689655,0.27090189123109293
12.5,0.2931034482758621,1.9827586206896552,0.2706384809501651
12.5,0.2931034482758621,2.0172413793103448,0.270378195679558
12.5,0.2931034482758621,2.0517241379310347,0.27012016349011153
12.5,0.2931034482758621,2.086206896551724,0.2698634788747139
12.5,0.2931034482758621,2.1206896551724137,0.2696072112882508
12.5,0.2931034482758621,2.155172413793103,0.2693504138712597
12.5,0.2931034482758621,2.189655172413793,0.26909213225562234
12.5,0.2931034482758621,2.2241379310344827,0.2688314133490831
12.5,0.2931034482758621,2.2586206896551726,0.26856731399509265
12.5,0.2931034482758621,2.293103448275862,0.2682989094054849
12.5,0.2931034482758621,2.3275862068965516,0.2680253012663952
12.5,0.2931034482758621,2.362068965517241,0.26774562542250896
12.5,0.2931034482758621,2.396551724137931,0.267459059051567
12.5,0.2931034482758621,2.4310344827586206,0.26716482724979795
12.5,0.2931034482758621,2.4655172413793105,0.26686220895954105
12.5,0.2931034482758621,2.5,0.2665505421826273
12.5,0.30344827586206896,1.5,0.27489235312386956
12.5,0.30344827586206896,1.5344827586206897,0.27453137770910296
12.5,0.30344827586206896,1.5689655172413792,0.2741773430565506
12.5,0.30344827586206896,1.603448275862069,0.2738303500594716
12.5,0.30344827586206896,1.6379310344827587,0.27349042446273486
12.5,0.30344827586206896,1.6724137931034484,0.27315751529153726
12.5,0.30344827586206896,1.706896551724138,0.27283149430067727
12.5,0.30344827586206896,1.7413793103448276,0.27251215641984394
12.5,0.30344827586206896,1.7758620689655173,0.2721992211565256
12.5,0.30344827586206896,1.8103448275862069,0.27189233490673403
12.5,0.30344827586206896,1.8448275862068966,0.2715910741146519
12.5,0.30344827586206896,1.8793103448275863,0.27129494921519504
12.5,0.30344827586206896,1.9137931034482758,0.27100340928803307
12.5,0.30344827586206896,1.9482758620689655,0.270715847347565
12.5,0.30344827586206896,1.9827586206896552,0.27043160619028633
12.5,0.30344827586206896,2.0172413793103448,0.2701499847186826
12.5,0.30344827586206896,2.0517241379310347,0.26987024465910214
12.5,0.30344827586206896,2.086206896551724,0.26959161758968664
12.5,0.30344827586206896,2.1206896551724137,0.2693133121935985
12.5,0.30344827586206896,2.155172413793103,0.2690345216522256
12.5,0.30344827586206896,2.189655172413793,0.2687544310930436
12.5,0.30344827586206896,2.2241379310344827,0.2684722250074713
12.5,0.30344827586206896,2.2586206896551726,0.2681870945554318
12.5,0.30344827586206896,2.293103448275862,0.26789824467571777
12.5,0.30344827586206896,2.3275862068965516,0.26760490092474304
12.5,0.30344827586206896,2.362068965517241,0.2673063159708321
12.5,0.30344827586206896,2.396551724137931,0.26700177567710814
12.5,0.30344827586206896,2.4310344827586206,0.2666906047130527
12.5,0.30344827586206896,2.4655172413793105,0.2663721716429701
12.5,0.30344827586206896,2.5,0.26604589344875845
12.5,0.3137931034482759,1.5,0.2748455013903659
12.5,0.3137931034482759,1.5344827586206897,0.2744803838212008
12.5,0.3137931034482759,1.5689655172413792,0.2741208349272666
12.5,0.3137931034482759,1.603448275862069,0.27376696029287967
12.5,0.3137931034482759,1.6379310344827587,0.2734188014649772
12.5,0.3137931034482759,1.6724137931034484,0.2730763344618171
12.5,0.3137931034482759,1.706896551724138,0.27273946915722663
12.5,0.3137931034482759,1.7413793103448276,0.27240804952271885
12.5,0.3137931034482759,1.7758620689655173,0.272081854696858
12.5,0.3137931034482759,1.8103448275862069,0.27176060084033643
12.5,0.3137931034482759,1.8448275862068966,0.2714439437263286
12.5,0.3137931034482759,1.8793103448275863,0.2711314820087179
12.5,0.3137931034482759,1.9137931034482758,0.2708227611052621
12.5,0.3137931034482759,1.9482758620689655,0.27051727762883804
12.5,0.3137931034482759,1.9827586206896552,0.27021448429706446
12.5,0.3137931034482759,2.0172413793103448,0.26991379524875697
12.5,0.3137931034482759,2.0517241379310347,0.26961459169453356
12.5,0.3137931034482759,2.086206896551724,0.2693162278285496
12.5,0.3137931034482759,2.1206896551724137,0.2690180369283486
12.5,0.3137931034482759,2.155172413793103,0.26871933757052935
12.5,0.3137931034482759,2.189655172413793,0.268419439890933
12.5,0.3137931034482759,2.2241379310344827,0.2681176518197405
12.5,0.3137931034482759,2.2586206896551726,0.26781328522408815
12.5,0.3137931034482759,2.293103448275862,0.2675056618935435
12.5,0.3137931034482759,2.3275862068965516,0.26719411930741105
12.5,0.3137931034482759,2.362068965517241,0.26687801612693185
12.5,0.3137931034482759,2.396551724137931,0.2665567373605186
12.5,0.3137931034482759,2.4310344827586206,0.26622969915568734
12.5,0.3137931034482759,2.4655172413793105,0.2658963531777776
12.5,0.3137931034482759,2.5,0.2655561905422683
12.5,0.32413793103448274,1.5,0.2747590012881157
12.5,0.32413793103448274,1.5344827586206897,0.2743909082219836
12.5,0.32413793103448274,1.5689655172413792,0.27402713810493423
12.5,0.32413793103448274,1.603448275862069,0.2736677970299994
12.5,0.32413793103448274,1.6379310344827587,0.2733129371711948
12.5,0.32413793103448274,1.6724137931034484,0.2729625553813249
12.5,0.32413793103448274,1.706896551724138,0.27261659252803516
12.5,0.32413793103448274,1.7413793103448276,0.2722749335567337
12.5,0.32413793103448274,1.7758620689655173,0.2719374082574527
12.5,0.32413793103448274,1.8103448275862069,0.2716037927025143
12.5,0.32413793103448274,1.8448275862068966,0.2712738113136585
12.5,0.32413793103448274,1.8793103448275863,0.2709471395105555
12.5,0.32413793103448274,1.9137931034482758,0.27062340688740055
12.5,0.32413793103448274,1.9482758620689655,0.27030220086050233
12.5,0.32413793103448274,1.9827586206896552,0.26998307072703404
12.5,0.32413793103448274,2.0172413793103448,0.26966553207354027
12.5,0.32413793103448274,2.0517241379310347,0.26934907147192905
12.5,0.32413793103448274,2.086206896551724,0.26903315140062756
12.5,0.32413793103448274,2.1206896551724137,0.26871721532906523
12.5,0.32413793103448274,2.155172413793103,0.268400692904731
12.5,0.32413793103448274,2.189655172413793,0.2680830051835412
12.5,0.32413793103448274,2.2241379310344827,0.2677635698462123
12.5,0.32413793103448274,2.2586206896551726,0.2674418063457467
12.5,0.32413793103448274,2.293103448275862,0.26711714093388994
12.5,0.32413793103448274,2.3275862068965516,0.2667890115177715
12.5,0.32413793103448274,2.362068965517241,0.26645687230154597
12.5,0.32413793103448274,2.396551724137931,0.2661201981719862
12.5,0.32413793103448274,2.4310344827586206,0.2657784887915635
12.5,0.32413793103448274,2.4655172413793105,0.2654312723672969
12.5,0.32413793103448274,2.5,0.2650781090689954
12.5,0.33448275862068966,1.5,0.274631871771384
12.5,0.33448275862068966,1.5344827586206897,0.27426177601658386
12.5,0.33448275862068966,1.5689655172413792,0.273894885220177
12.5,0.33448275862068966,1.603448275862069,0.27353130296174105
12.5,0.33448275862068966,1.6379310344827587,0.2731710879148843
12.5,0.33448275862068966,1.6724137931034484,0.27281425254628844
12.5,0.33448275862068966,1.706896551724138,0.2724607624270446
12.5,0.33448275862068966,1.7413793103448276,0.27211053615070796
12.5,0.33448275862068966,1.7758620689655173,0.27176344584205203
12.5,0.33448275862068966,1.8103448275862069,0.271419318231494
12.5,0.33448275862068966,1.8448275862068966,0.2710779362625912
12.5,0.33448275862068966,1.8793103448275863,0.27073904119380565
12.5,0.33448275862068966,1.9137931034482758,0.27040233515079426
12.5,0.33448275862068966,1.9482758620689655,0.2700674840819397
12.5,0.33448275862068966,1.9827586206896552,0.269734121067181
12.5,0.33448275862068966,2.0172413793103448,0.2694018499286664
12.5,0.33448275862068966,2.0517241379310347,0.2690702490909864
12.5,0.33448275862068966,2.086206896551724,0.2687388756387468
12.5,0.33448275862068966,2.1206896551724137,0.2684072695197403
12.5,0.33448275862068966,2.155172413793103,0.26807495784315516
12.5,0.33448275862068966,2.189655172413793,0.2677414592237157
12.5,0.33448275862068966,2.2241379310344827,0.26740628812458256
12.5,0.33448275862068966,2.2586206896551726,0.26706895915411233
12.5,0.33448275862068966,2.293103448275862,0.26672899127411254
12.5,0.33448275862068966,2.3275862068965516,0.26638591188010247
12.5,0.33448275862068966,2.362068965517241,0.2660392607171926
12.5,0.33448275862068966,2.396551724137931,0.2656885935986072
12.5,0.33448275862068966,2.4310344827586206,0.26533348589745404
12.5,0.33448275862068966,2.4655172413793105,0.264973535786108
12.5,0.33448275862068966,2.5,0.2646083672016328
12.5,0.3448275862068966,1.5,0.2744639334924089
12.5,0.3448275862068966,1.5344827586206897,0.2740926407125245
12.5,0.3448275862068966,1.5689655172413792,0.2737235591757779
12.5,0.3448275862068966,1.603448275862069,0.2733567879068093
12.5,0.3448275862068966,1.6379310344827587,0.2729923889078144
12.5,0.3448275862068966,1.6724137931034484,0.2726303859708596
12.5,0.3448275862068966,1.706896551724138,0.27227076398995875
12.5,0.3448275862068966,1.7413793103448276,0.27191346877207423
12.5,0.3448275862068966,1.7758620689655173,0.27155840733723846
12.5,0.3448275862068966,1.8103448275862069,0.2712054486899263
12.5,0.3448275862068966,1.8448275862068966,0.27085442503715507
12.5,0.3448275862068966,1.8793103448275863,0.2705051334229785
12.5,0.3448275862068966,1.9137931034482758,0.2701573377447357
12.5,0.3448275862068966,1.9482758620689655,0.26981077111280044
12.5,0.3448275862068966,1.9827586206896552,0.2694651385132046
12.5,0.3448275862068966,2.0172413793103448,0.26912011973093464
12.5,0.3448275862068966,2.0517241379310347,0.2687753724908474
12.5,0.3448275862068966,2.086206896551724,0.26843053577305603
12.5,0.3448275862068966,2.1206896551724137,0.2680852332600782
12.5,0.3448275862068966,2.155172413793103,0.26773907687392684
12.5,0.3448275862068966,2.189655172413793,0.26739167036272354
12.5,0.3448275862068966,2.2241379310344827,0.26704261289801395
12.5,0.3448275862068966,2.2586206896551726,0.26669150264594366
12.5,0.3448275862068966,2.293103448275862,0.26633794027770497
12.5,0.3448275862068966,2.3275862068965516,0.265981532386961
12.5,0.3448275862068966,2.362068965517241,0.2656218947846464
12.5,0.3448275862068966,2.396551724137931,0.2652586556441956
12.5,0.3448275862068966,2.4310344827586206,0.26489145847315965
12.5,0.3448275862068966,2.4655172413793105,0.2645199648900791
12.5,0.3448275862068966,2.5,0.264143857188585
12.5,0.3551724137931035,1.5,0.274255613860951
12.5,0.3551724137931035,1.5344827586206897,0.2738837884383201
12.5,0.3551724137931035,1.5689655172413792,0.2735132982087035
12.5,0.3551724137931035,1.603448275862069,0.27314423640117713
12.5,0.3551724137931035,1.6379310344827587,0.2727766660114311
12.5,0.3551724137931035,1.6724137931034484,0.27241061873723377
12.5,0.3551724137931035,1.706896551724138,0.2720460943150564
12.5,0.3551724137931035,1.7413793103448276,0.2716830602609486
12.5,0.3551724137931035,1.7758620689655173,0.2713214520108307
12.5,0.3551724137931035,1.8103448275862069,0.27096117344865106
12.5,0.3551724137931035,1.8448275862068966,0.2706020978047634
12.5,0.3551724137931035,1.8793103448275863,0.27024406890186703
12.5,0.3551724137931035,1.9137931034482758,0.26988690272178517
12.5,0.3551724137931035,1.9482758620689655,0.26953038926309436
